CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,CodingScore,PlacementStatus
7.54,2,1,2,76,4.0,No,No,65,64,17,NotPlaced
6.65,1,1,0,79,3.79,No,Yes,60,79,17,NotPlaced
7.03,0,3,2,84,4.63,Yes,Yes,71,79,21,Placed
7.88,1,2,2,72,4.13,Yes,No,64,73,9,NotPlaced
7.72,2,2,3,81,4.8,Yes,Yes,79,75,24,Placed
7.76,2,3,2,86,4.32,No,Yes,75,77,23,Placed
7.42,1,2,0,79,3.9,No,No,67,62,7,NotPlaced
7.64,1,1,0,75,4.34,Yes,Yes,82,82,24,Placed
7.62,1,2,2,74,3.95,No,No,68,68,14,NotPlaced
7.26,1,2,0,82,4.63,No,Yes,72,67,12,NotPlaced
6.5,0,2,2,78,3.96,No,No,62,78,8,NotPlaced
7.54,2,3,2,87,4.46,Yes,Yes,82,88,20,Placed
7.71,1,3,2,71,4.54,No,Yes,65,73,11,NotPlaced
6.87,1,3,2,83,3.99,No,No,72,78,11,NotPlaced
6.87,1,3,1,76,3.95,No,No,63,70,13,NotPlaced
7.68,0,3,0,77,4.22,No,No,65,68,11,NotPlaced
6.7,1,2,2,82,4.31,No,No,64,71,12,NotPlaced
8.18,2,3,1,89,4.49,Yes,Yes,87,70,19,Placed
8.11,2,3,1,83,4.41,No,Yes,62,72,21,NotPlaced
7.5,0,3,0,88,4.73,Yes,Yes,64,86,18,Placed
6.89,1,1,0,79,4.04,No,No,64,75,5,NotPlaced
8.39,0,1,2,82,4.74,Yes,Yes,72,77,28,Placed
7.79,1,2,2,80,3.94,No,Yes,64,73,4,NotPlaced
7.1,1,3,0,71,4.38,No,No,68,69,5,NotPlaced
9.1,2,3,2,88,4.58,Yes,Yes,81,77,19,Placed
7.46,0,2,1,90,4.76,Yes,Yes,73,82,23,Placed
7.49,2,2,0,79,3.86,No,No,73,70,12,NotPlaced
7.65,1,3,0,86,4.59,Yes,Yes,75,85,21,Placed
8.01,0,1,2,85,4.48,Yes,Yes,87,82,23,Placed
8.07,1,3,1,90,4.35,No,Yes,74,79,22,Placed
6.51,1,3,0,74,4.52,No,No,60,64,11,NotPlaced
7.55,2,3,3,88,4.49,Yes,Yes,69,74,27,Placed
7.19,0,3,2,67,3.75,Yes,Yes,63,70,10,NotPlaced
7.27,0,2,2,73,4.72,No,Yes,63,61,14,NotPlaced
7.93,2,2,2,86,4.55,Yes,Yes,73,82,18,Placed
7.05,1,2,2,77,4.14,No,Yes,67,71,11,NotPlaced
7.33,1,3,0,81,4.25,No,No,66,75,17,NotPlaced
6.79,0,1,1,75,4.11,No,No,63,79,12,NotPlaced
7.63,0,3,2,89,4.76,No,Yes,73,78,17,Placed
7.23,1,3,3,75,4.21,No,Yes,68,74,13,NotPlaced
8.16,2,3,2,85,4.68,Yes,Yes,75,85,18,Placed
7.38,1,2,1,75,3.97,No,No,67,74,16,NotPlaced
7.18,0,1,1,81,4.01,No,No,66,72,6,NotPlaced
7.52,1,2,0,82,3.86,No,No,68,71,7,NotPlaced
8.08,1,3,3,85,4.5,Yes,Yes,65,79,21,Placed
6.73,1,1,1,72,3.9,No,No,65,81,11,NotPlaced
6.5,1,1,2,70,3.97,No,No,64,74,16,NotPlaced
7.09,0,3,2,83,3.9,No,Yes,69,68,2,NotPlaced
7.9,2,3,2,85,4.39,Yes,Yes,73,73,22,Placed
8.28,2,2,0,76,4.42,Yes,Yes,64,64,7,NotPlaced
7.58,1,2,2,74,3.89,No,Yes,75,69,16,NotPlaced
7.11,1,2,2,76,4.57,Yes,Yes,59,65,21,NotPlaced
8.37,0,3,0,81,3.73,No,No,57,79,9,NotPlaced
8.46,2,3,0,90,4.21,Yes,Yes,74,81,15,Placed
7.27,1,1,0,71,3.62,No,No,65,65,9,NotPlaced
6.9,1,3,0,66,4.34,Yes,Yes,63,73,9,NotPlaced
8.19,1,3,3,85,4.65,Yes,Yes,79,79,21,Placed
8.05,1,3,0,73,3.81,No,No,66,66,12,NotPlaced
8.18,1,3,0,81,4.24,Yes,No,72,83,25,Placed
7.49,1,3,0,68,4.61,No,No,68,65,18,NotPlaced
7.55,1,2,0,66,3.79,No,No,71,70,14,NotPlaced
7.79,0,2,0,64,4.06,No,No,68,69,20,NotPlaced
8.41,1,3,1,76,3.75,No,Yes,61,73,7,NotPlaced
8.31,2,3,0,85,4.57,Yes,Yes,78,77,18,Placed
8.01,0,3,1,73,3.89,No,No,62,65,10,NotPlaced
8.43,2,2,3,88,4.58,Yes,Yes,65,81,19,Placed
8.26,1,3,2,84,4.76,Yes,Yes,76,74,27,Placed
7.32,1,3,0,85,4.79,Yes,Yes,71,79,22,Placed
7.89,2,2,2,78,3.58,Yes,No,62,73,9,NotPlaced
7.73,1,2,2,74,4.46,No,Yes,72,71,0,NotPlaced
8.4,2,1,2,89,4.8,Yes,Yes,81,78,21,Placed
7.29,2,3,2,74,4.24,No,No,70,66,6,NotPlaced
7.56,0,3,2,78,4.54,Yes,Yes,80,80,24,Placed
7.67,1,2,3,84,4.5,Yes,Yes,79,83,21,Placed
7.75,1,3,2,78,3.61,No,Yes,62,76,5,NotPlaced
7.99,1,3,2,82,4.06,No,No,70,77,9,NotPlaced
8.57,2,1,1,86,4.45,Yes,Yes,82,74,29,Placed
6.74,1,3,0,70,4.23,No,No,70,68,13,NotPlaced
8.08,2,2,2,83,4.56,Yes,Yes,72,76,17,Placed
6.84,1,1,1,72,4.29,No,No,56,66,8,NotPlaced
7.12,1,2,2,71,3.79,No,No,56,81,11,NotPlaced
8.06,0,2,0,82,4.22,Yes,No,76,66,8,NotPlaced
7.1,1,3,2,84,4.15,Yes,Yes,66,79,20,Placed
8.31,1,2,2,79,3.92,No,No,63,67,11,NotPlaced
7.39,1,2,2,80,3.64,No,Yes,63,61,14,NotPlaced
8.23,2,3,0,85,4.48,Yes,Yes,78,83,20,Placed
7.63,1,3,0,71,3.69,No,No,67,62,11,NotPlaced
7.88,1,3,1,67,4.54,Yes,Yes,71,75,9,NotPlaced
7.16,1,2,0,75,4.06,Yes,No,69,68,11,NotPlaced
8.26,1,3,0,73,4.14,No,No,73,84,11,NotPlaced
7.07,1,3,2,81,4.15,No,No,64,63,10,NotPlaced
7.25,1,3,0,76,4.0,No,No,68,70,10,NotPlaced
7.14,1,3,0,60,3.77,No,Yes,60,74,15,NotPlaced
7.89,1,3,2,85,4.58,Yes,Yes,76,76,19,Placed
8.23,1,3,2,89,4.48,Yes,Yes,74,82,17,Placed
7.9,0,3,0,81,4.42,Yes,Yes,81,71,25,Placed
8.19,2,3,0,78,4.8,Yes,Yes,70,81,20,Placed
7.07,1,1,3,84,4.08,No,No,59,75,7,NotPlaced
7.93,2,2,2,66,4.51,No,No,63,63,13,NotPlaced
7.44,1,1,2,73,4.63,No,No,67,66,8,NotPlaced
8.06,1,3,2,86,4.5,Yes,Yes,68,88,25,Placed
7.22,2,2,1,81,4.14,No,Yes,60,65,0,NotPlaced
7.08,2,3,0,65,4.55,No,No,64,73,1,NotPlaced
8.66,2,3,2,85,4.32,Yes,Yes,71,72,20,Placed
7.39,1,2,2,79,3.91,No,No,55,68,12,NotPlaced
6.89,1,2,2,71,4.58,No,Yes,73,72,11,NotPlaced
7.91,1,3,2,88,4.58,Yes,Yes,70,79,22,Placed
8.21,0,2,2,74,4.19,No,Yes,60,66,17,NotPlaced
7.28,0,2,0,77,4.55,No,No,55,67,12,NotPlaced
7.27,1,2,0,70,3.91,No,Yes,63,65,9,NotPlaced
8.21,0,3,2,80,4.45,Yes,Yes,79,73,20,Placed
8.38,1,3,3,80,4.13,Yes,Yes,78,80,18,Placed
8.59,2,3,2,83,4.11,Yes,Yes,78,77,20,Placed
7.82,1,1,0,77,4.18,No,Yes,64,76,16,NotPlaced
7.69,2,3,2,79,4.54,Yes,Yes,78,82,25,Placed
7.3,1,3,1,74,3.87,No,Yes,59,72,15,NotPlaced
8.06,2,3,1,86,4.59,Yes,Yes,70,81,28,Placed
7.76,1,3,2,83,4.39,Yes,Yes,74,82,16,Placed
7.84,0,1,0,64,4.1,No,No,65,73,19,NotPlaced
7.61,1,2,0,76,3.97,No,Yes,66,73,17,NotPlaced
7.61,1,3,0,74,4.0,No,No,73,75,16,NotPlaced
7.61,1,2,0,87,4.13,Yes,No,70,86,18,Placed
7.47,1,2,1,73,4.32,No,Yes,62,64,9,NotPlaced
7.31,2,3,0,74,3.68,No,No,69,74,19,NotPlaced
6.82,1,1,2,78,4.5,Yes,No,58,69,11,NotPlaced
8.04,1,2,2,74,4.44,No,No,68,75,8,NotPlaced
8.44,1,3,0,84,4.5,Yes,Yes,75,77,24,Placed
7.52,2,1,2,87,4.45,Yes,Yes,68,78,23,Placed
7.35,0,3,2,88,4.39,Yes,Yes,78,75,17,Placed
7.52,0,1,0,75,3.43,No,No,56,73,1,NotPlaced
8.04,0,1,1,80,4.76,Yes,Yes,67,75,30,Placed
8.59,2,3,2,82,4.8,Yes,Yes,74,83,17,Placed
7.5,1,2,2,83,3.94,No,No,55,73,14,NotPlaced
7.44,1,3,0,79,4.06,Yes,Yes,72,82,19,Placed
7.16,0,2,1,82,4.17,No,No,76,81,18,NotPlaced
7.45,1,2,2,80,4.35,No,No,68,72,8,NotPlaced
7.94,2,1,0,83,4.33,Yes,Yes,76,88,21,Placed
7.43,2,3,0,85,4.36,Yes,Yes,80,83,18,Placed
7.8,1,0,2,80,4.16,No,Yes,62,68,20,NotPlaced
8.55,2,3,0,78,4.23,Yes,Yes,79,78,20,Placed
7.46,1,3,1,73,4.57,No,No,61,73,9,NotPlaced
8.37,2,3,0,81,4.57,Yes,Yes,68,76,16,Placed
7.99,1,2,0,84,3.9,Yes,Yes,66,75,14,NotPlaced
7.75,1,2,0,84,4.45,Yes,Yes,74,83,22,Placed
8.11,1,3,2,86,4.35,No,Yes,82,77,18,Placed
7.69,1,2,2,80,4.38,Yes,Yes,75,76,17,Placed
7.49,2,3,2,85,4.24,No,Yes,69,74,23,Placed
7.9,2,3,2,89,4.66,Yes,Yes,80,85,16,Placed
7.49,1,2,2,82,4.2,No,No,63,73,17,NotPlaced
7.71,0,3,1,82,3.91,No,No,72,71,3,NotPlaced
8.55,2,3,0,79,3.95,No,No,55,75,16,NotPlaced
7.66,1,1,0,80,4.59,Yes,Yes,60,80,12,NotPlaced
8.42,0,3,2,85,4.51,No,Yes,72,80,18,Placed
7.63,1,3,0,90,4.58,Yes,Yes,73,86,17,Placed
7.86,1,3,0,89,4.37,Yes,Yes,75,80,22,Placed
8.14,1,2,2,90,4.53,No,Yes,81,75,20,Placed
8.41,1,1,2,88,4.51,Yes,Yes,73,83,22,Placed
9.02,0,3,2,77,4.07,Yes,Yes,80,82,25,Placed
8.8,0,3,3,81,4.78,Yes,Yes,55,79,17,Placed
7.88,1,2,2,75,3.91,No,No,67,70,8,NotPlaced
8.34,0,3,2,84,4.6,Yes,Yes,65,81,18,Placed
6.87,1,3,2,71,4.06,No,No,71,69,12,NotPlaced
8.94,1,3,2,88,4.77,Yes,Yes,66,84,21,Placed
7.78,2,2,0,84,4.64,Yes,Yes,61,77,19,Placed
7.41,0,2,1,80,3.49,No,No,69,68,14,NotPlaced
7.11,0,3,1,74,4.5,No,No,72,72,11,NotPlaced
7.46,1,1,2,80,4.18,No,Yes,67,72,9,NotPlaced
7.7,1,3,2,73,4.18,No,No,64,80,8,NotPlaced
8.28,1,3,1,80,4.2,Yes,Yes,78,73,20,Placed
7.68,0,3,0,78,4.14,No,No,68,68,5,NotPlaced
8.87,0,3,2,82,4.49,Yes,No,75,82,23,Placed
7.96,2,2,2,79,4.8,No,Yes,77,80,21,Placed
7.23,1,2,0,79,4.14,No,No,62,74,8,NotPlaced
6.71,1,2,3,81,4.02,No,No,60,69,8,NotPlaced
7.93,1,3,2,85,4.58,Yes,Yes,75,80,25,Placed
8.14,1,3,2,78,3.91,No,Yes,77,63,15,NotPlaced
7.44,0,3,2,69,4.33,No,No,58,70,14,NotPlaced
7.88,1,3,2,85,4.57,Yes,Yes,74,88,26,Placed
7.96,2,3,2,86,4.44,Yes,Yes,68,82,24,Placed
7.98,0,1,0,85,4.5,Yes,Yes,70,82,24,Placed
7.24,0,3,1,81,4.51,No,Yes,64,72,10,NotPlaced
7.56,1,2,0,73,4.58,No,No,55,71,12,NotPlaced
7.96,2,2,2,88,4.63,Yes,Yes,85,81,23,Placed
7.92,0,1,1,73,3.87,No,Yes,68,69,20,NotPlaced
7.97,1,1,2,68,4.48,No,Yes,62,77,8,NotPlaced
7.8,2,3,0,86,4.63,Yes,Yes,76,80,28,Placed
7.85,1,3,0,83,4.03,No,No,75,69,9,NotPlaced
7.07,0,1,2,76,4.09,No,No,66,72,19,NotPlaced
7.8,2,3,1,83,4.51,Yes,Yes,67,87,17,Placed
8.11,1,2,2,73,4.15,No,No,67,68,13,NotPlaced
8.02,0,3,0,77,4.15,No,Yes,71,69,9,NotPlaced
7.37,1,3,1,72,4.05,Yes,No,61,73,7,NotPlaced
7.21,1,3,0,72,4.28,Yes,Yes,64,84,12,NotPlaced
6.98,2,3,0,71,4.42,No,No,60,64,7,NotPlaced
8.13,2,1,2,90,4.22,Yes,Yes,81,84,19,Placed
7.98,1,3,0,90,4.4,No,Yes,66,77,26,Placed
7.42,0,3,0,82,4.21,No,Yes,61,70,18,NotPlaced
7.79,1,3,2,88,4.59,Yes,Yes,83,86,20,Placed
8.17,1,3,0,81,4.38,Yes,No,76,84,28,Placed
7.79,1,2,2,75,4.32,No,No,55,69,12,NotPlaced
8.11,1,2,2,84,4.6,Yes,Yes,67,88,22,Placed
8.33,2,2,2,81,4.54,Yes,Yes,64,75,24,Placed
8.23,1,2,2,71,3.98,No,Yes,66,66,8,NotPlaced
7.63,1,3,2,70,3.82,No,Yes,64,73,18,NotPlaced
7.33,2,1,2,79,4.56,Yes,Yes,79,75,18,Placed
7.76,2,2,2,87,4.23,No,No,55,74,13,NotPlaced
7.39,0,1,2,83,4.44,Yes,Yes,76,81,19,Placed
8.3,1,3,1,90,4.6,Yes,No,81,79,26,Placed
7.38,1,2,2,78,4.51,No,No,63,74,6,NotPlaced
6.64,1,2,0,73,4.31,No,No,62,57,10,NotPlaced
7.93,1,2,0,72,3.95,No,Yes,70,82,10,NotPlaced
7.4,0,3,2,71,4.36,No,No,70,74,7,NotPlaced
7.35,0,2,0,78,4.61,Yes,Yes,57,72,12,NotPlaced
7.55,2,1,2,71,4.8,No,No,63,76,16,NotPlaced
6.87,1,3,3,75,4.03,No,Yes,55,71,8,NotPlaced
6.89,1,2,1,70,4.31,No,Yes,75,70,8,NotPlaced
7.8,0,1,3,76,4.72,No,Yes,55,61,3,NotPlaced
8.56,2,3,2,83,4.47,Yes,Yes,78,81,23,Placed
7.71,2,1,2,84,4.8,No,Yes,76,75,22,Placed
7.11,2,2,2,74,3.92,No,No,63,77,0,NotPlaced
7.35,1,3,0,79,3.9,No,No,57,70,9,NotPlaced
7.79,2,1,0,74,4.26,No,Yes,65,75,13,NotPlaced
7.92,1,2,1,90,4.58,Yes,Yes,90,82,23,Placed
6.89,1,1,2,83,4.17,No,No,55,73,11,NotPlaced
7.98,1,1,0,81,4.51,No,No,68,75,10,NotPlaced
8.13,1,1,2,84,4.67,Yes,Yes,79,76,18,Placed
7.03,1,3,2,73,4.42,No,Yes,67,70,16,NotPlaced
8.39,2,3,2,75,4.54,Yes,Yes,71,77,13,Placed
7.35,2,1,2,76,4.28,No,Yes,59,78,17,NotPlaced
7.51,2,3,0,87,4.56,Yes,Yes,84,87,19,Placed
7.82,1,3,2,76,4.24,No,No,61,70,16,NotPlaced
7.92,2,3,2,89,4.5,Yes,No,70,87,27,Placed
7.13,2,3,2,80,4.7,Yes,Yes,88,75,21,Placed
8.69,1,2,2,86,4.45,Yes,Yes,83,82,16,Placed
8.14,1,1,0,86,4.58,Yes,Yes,81,84,22,Placed
6.93,1,3,0,79,4.4,Yes,Yes,70,64,17,NotPlaced
7.86,0,3,2,69,3.95,No,No,65,69,8,NotPlaced
7.39,1,3,0,78,4.2,No,Yes,62,68,9,NotPlaced
7.56,1,3,2,73,4.39,No,No,85,66,16,NotPlaced
8.36,0,1,1,74,3.89,No,No,64,63,11,NotPlaced
7.46,2,3,2,90,4.43,Yes,Yes,65,83,24,Placed
7.75,2,3,0,78,4.5,Yes,Yes,73,72,27,Placed
8.0,1,1,2,72,3.75,No,No,76,64,6,NotPlaced
8.69,2,3,2,86,4.25,No,Yes,83,88,23,Placed
8.85,1,1,2,85,4.68,Yes,Yes,62,76,23,Placed
8.42,2,1,2,89,4.39,Yes,Yes,69,76,24,Placed
8.29,0,1,2,82,4.7,No,Yes,73,82,22,Placed
7.88,1,3,2,67,4.55,No,No,64,76,12,NotPlaced
6.5,0,2,1,76,3.52,No,Yes,70,70,15,NotPlaced
7.59,1,2,2,87,4.47,Yes,Yes,70,79,18,Placed
7.03,1,2,0,77,4.64,No,Yes,70,79,12,NotPlaced
8.27,1,3,2,78,3.7,No,No,70,78,13,NotPlaced
7.33,1,2,1,67,4.42,No,Yes,74,73,3,NotPlaced
7.64,0,3,1,88,4.38,Yes,Yes,66,76,18,Placed
7.39,2,2,0,78,4.05,No,No,65,72,3,NotPlaced
7.86,1,2,0,81,3.97,No,No,64,69,6,NotPlaced
9.1,1,3,2,79,4.8,No,Yes,74,88,19,Placed
7.2,1,1,2,69,4.03,No,No,62,65,15,NotPlaced
7.68,1,2,1,73,4.3,No,No,72,77,16,NotPlaced
7.8,1,2,0,90,4.6,Yes,Yes,74,74,20,Placed
7.57,1,2,1,74,3.98,No,Yes,63,70,19,NotPlaced
7.57,0,1,0,81,4.37,No,Yes,69,67,0,NotPlaced
7.34,0,3,0,73,3.95,No,No,62,77,13,NotPlaced
7.05,1,2,2,78,3.82,No,No,62,64,8,NotPlaced
8.46,2,3,0,85,4.35,Yes,Yes,77,74,20,Placed
7.38,2,3,2,82,4.58,Yes,No,73,74,26,Placed
7.23,1,3,1,81,3.33,No,Yes,70,66,12,NotPlaced
7.71,0,2,2,71,4.58,No,Yes,67,73,4,NotPlaced
6.86,0,3,0,76,4.49,No,No,63,67,19,NotPlaced
7.97,2,3,2,75,4.01,No,Yes,66,72,10,NotPlaced
7.02,1,2,0,78,3.91,Yes,Yes,59,58,10,NotPlaced
8.48,1,3,2,82,4.51,Yes,Yes,84,84,17,Placed
7.19,2,3,2,86,4.76,Yes,Yes,73,70,23,Placed
7.28,2,1,2,74,4.3,No,Yes,65,72,8,NotPlaced
7.33,0,1,2,72,4.17,No,No,62,72,15,NotPlaced
7.72,2,1,2,86,4.54,Yes,No,64,80,24,Placed
7.13,1,2,2,75,3.89,No,No,61,69,14,NotPlaced
7.18,2,3,2,82,4.38,Yes,Yes,71,75,29,Placed
7.56,2,3,0,83,4.6,Yes,Yes,65,79,24,Placed
7.1,1,2,1,74,3.96,No,No,69,68,11,NotPlaced
7.91,0,1,0,81,3.88,Yes,Yes,62,66,6,NotPlaced
7.78,1,3,0,87,4.33,Yes,Yes,78,83,24,Placed
7.4,0,3,0,69,3.84,No,Yes,69,80,12,NotPlaced
7.61,1,3,2,83,4.24,No,No,64,69,11,NotPlaced
8.16,1,2,0,83,4.55,Yes,Yes,69,79,23,Placed
7.47,1,0,0,74,4.18,No,No,65,74,11,NotPlaced
7.87,1,2,0,78,4.32,No,Yes,65,88,5,NotPlaced
7.28,1,2,2,81,4.27,No,No,56,74,10,NotPlaced
7.4,1,3,1,82,3.86,No,No,68,78,15,NotPlaced
8.12,0,3,3,82,4.48,Yes,Yes,71,76,14,Placed
7.0,1,2,0,78,4.18,No,No,61,75,7,NotPlaced
7.95,1,3,2,69,4.0,No,No,65,75,15,NotPlaced
7.26,1,1,3,67,4.0,No,No,63,73,11,NotPlaced
7.59,1,2,0,76,4.8,Yes,No,69,70,14,NotPlaced
7.74,1,2,0,76,4.39,Yes,No,67,71,7,NotPlaced
8.16,2,2,2,84,4.43,Yes,Yes,81,84,25,Placed
7.5,1,1,1,73,4.33,No,No,66,67,11,NotPlaced
7.39,0,3,0,70,4.39,Yes,No,72,74,18,NotPlaced
7.45,1,2,2,78,4.01,Yes,No,60,64,7,NotPlaced
7.59,1,3,1,77,4.3,No,No,64,67,4,NotPlaced
7.42,2,1,0,76,4.01,No,No,59,78,9,NotPlaced
7.58,1,3,2,81,4.42,Yes,Yes,72,79,19,Placed
7.13,1,1,2,69,4.25,No,No,55,72,1,NotPlaced
8.27,1,3,2,79,4.59,No,No,78,77,15,NotPlaced
7.62,0,2,0,70,4.09,No,No,70,68,13,NotPlaced
8.44,1,3,3,90,4.8,Yes,Yes,76,78,19,Placed
7.25,1,1,0,69,4.16,No,No,56,80,7,NotPlaced
7.24,2,3,0,77,3.96,No,Yes,55,58,7,NotPlaced
7.66,1,3,1,84,4.55,No,No,72,81,20,Placed
7.75,1,2,0,81,3.92,Yes,Yes,58,80,5,NotPlaced
7.77,2,1,0,85,4.68,Yes,Yes,84,79,16,Placed
7.7,2,3,0,90,4.45,Yes,Yes,76,78,19,Placed
7.24,1,3,0,77,4.05,No,Yes,63,71,10,NotPlaced
7.36,1,1,0,80,3.98,No,Yes,64,75,9,NotPlaced
7.82,1,3,2,80,4.47,No,Yes,79,80,19,Placed
8.03,1,1,2,85,4.58,No,Yes,79,80,20,Placed
7.84,1,3,1,79,3.61,Yes,Yes,67,67,17,NotPlaced
7.08,1,2,0,77,4.38,No,Yes,64,64,7,NotPlaced
6.84,2,1,0,74,4.1,No,Yes,64,78,14,NotPlaced
7.0,1,2,1,66,4.26,No,No,69,61,7,NotPlaced
7.31,1,1,2,73,3.97,No,No,61,81,13,NotPlaced
8.03,1,3,2,90,4.68,Yes,Yes,77,73,18,Placed
7.48,2,2,2,65,4.17,No,No,59,72,7,NotPlaced
7.71,1,1,2,81,4.67,No,No,64,68,8,NotPlaced
8.12,0,3,2,89,4.77,No,Yes,79,82,19,Placed
7.64,1,3,2,82,4.72,No,Yes,79,84,20,Placed
7.23,2,3,2,85,4.18,Yes,No,76,84,18,Placed
6.85,1,3,0,75,4.38,No,No,70,72,16,NotPlaced
7.29,1,1,2,73,4.27,No,Yes,64,69,8,NotPlaced
7.86,2,2,1,85,4.6,Yes,No,68,76,23,Placed
7.69,2,2,2,82,4.71,Yes,Yes,76,83,21,Placed
8.25,2,3,0,83,4.69,Yes,Yes,75,77,17,Placed
7.98,2,3,2,83,4.42,Yes,Yes,87,77,12,Placed
7.29,0,2,0,84,4.67,Yes,Yes,75,80,22,Placed
7.55,1,3,2,85,4.73,Yes,Yes,75,80,20,Placed
7.47,1,3,2,82,4.53,No,Yes,68,85,18,Placed
8.95,2,2,2,87,4.73,Yes,Yes,73,77,25,Placed
7.83,2,3,2,85,4.37,Yes,Yes,83,82,30,Placed
7.17,2,3,0,84,4.21,Yes,No,75,81,21,Placed
8.01,0,0,2,73,4.8,Yes,No,71,62,14,NotPlaced
8.05,2,1,0,86,4.8,Yes,Yes,85,85,21,Placed
6.5,1,3,0,78,4.06,No,Yes,71,79,18,NotPlaced
7.07,1,3,2,76,4.03,Yes,No,64,69,17,NotPlaced
7.22,1,2,1,73,4.2,No,No,67,78,10,NotPlaced
8.29,2,3,2,89,4.5,No,Yes,73,75,23,Placed
6.97,1,2,2,71,4.32,No,Yes,77,62,14,NotPlaced
6.97,0,2,2,73,4.52,No,No,67,62,4,NotPlaced
7.1,1,2,2,76,4.33,No,Yes,65,65,7,NotPlaced
8.31,1,3,2,72,3.88,No,No,72,66,16,NotPlaced
7.21,0,3,0,81,3.82,No,No,61,73,10,NotPlaced
8.08,2,3,0,87,4.64,Yes,Yes,78,85,18,Placed
6.99,2,2,0,76,3.75,Yes,No,74,68,22,NotPlaced
7.12,1,2,2,76,4.43,No,No,59,72,14,NotPlaced
7.48,1,2,0,87,4.5,Yes,Yes,80,80,20,Placed
6.63,1,3,2,69,4.06,No,No,71,75,19,NotPlaced
7.02,1,3,0,71,3.88,No,No,57,73,15,NotPlaced
7.22,1,2,2,81,4.18,No,Yes,60,69,8,NotPlaced
7.34,1,2,0,69,3.8,Yes,No,69,69,10,NotPlaced
8.64,1,3,2,77,4.7,Yes,No,81,79,17,Placed
8.53,2,3,2,69,4.8,No,No,58,74,14,NotPlaced
8.45,0,1,2,86,4.75,Yes,Yes,77,84,19,Placed
7.65,1,2,2,86,4.5,No,Yes,82,78,18,Placed
6.95,1,1,2,74,4.48,No,Yes,62,67,8,NotPlaced
7.37,1,2,2,78,4.42,Yes,Yes,68,69,5,NotPlaced
8.16,1,3,0,86,4.53,Yes,Yes,83,78,21,Placed
7.74,1,3,2,83,4.16,Yes,No,76,82,18,Placed
8.11,1,2,2,82,4.23,Yes,Yes,79,82,17,Placed
7.06,2,2,1,78,4.38,No,No,59,73,8,NotPlaced
7.31,2,2,1,71,3.95,No,No,63,70,3,NotPlaced
6.9,0,2,1,76,4.17,No,Yes,61,63,10,NotPlaced
8.28,2,3,0,84,4.48,Yes,Yes,72,79,23,Placed
7.76,1,3,1,89,4.33,Yes,Yes,70,75,24,Placed
8.08,1,3,2,80,4.57,Yes,Yes,67,81,26,Placed
7.97,1,3,1,78,4.51,Yes,Yes,75,75,21,Placed
8.07,1,3,2,90,4.42,No,Yes,78,84,27,Placed
7.92,2,3,2,77,4.58,Yes,Yes,66,81,22,Placed
7.76,1,2,1,76,4.26,No,No,71,74,20,NotPlaced
7.91,1,3,1,83,4.73,Yes,Yes,73,83,20,Placed
6.75,1,2,2,79,3.75,Yes,No,66,76,14,NotPlaced
7.86,1,3,2,82,4.5,Yes,Yes,71,80,16,Placed
7.4,0,2,2,77,4.39,No,Yes,78,78,25,Placed
7.65,1,1,2,86,4.63,Yes,Yes,79,83,24,Placed
7.18,1,3,3,84,3.97,No,Yes,68,57,12,NotPlaced
7.79,0,3,1,84,4.12,No,No,65,74,12,NotPlaced
7.07,1,1,0,72,3.92,No,No,63,69,6,NotPlaced
8.4,1,3,0,86,4.6,Yes,Yes,72,75,20,Placed
8.1,2,3,2,87,4.51,Yes,Yes,76,82,15,Placed
7.76,1,2,1,86,4.32,Yes,Yes,71,82,22,Placed
7.59,1,3,2,87,4.8,Yes,Yes,68,80,19,Placed
7.89,2,2,2,86,4.38,Yes,Yes,69,79,24,Placed
6.8,1,2,2,74,3.81,Yes,No,57,74,15,NotPlaced
7.51,1,3,2,81,4.65,Yes,Yes,72,85,10,Placed
7.97,2,3,0,81,4.38,Yes,Yes,75,76,25,Placed
7.06,1,2,2,74,4.03,No,Yes,69,72,16,NotPlaced
8.06,0,1,0,86,4.63,Yes,Yes,82,76,23,Placed
7.05,0,2,2,83,4.68,Yes,Yes,80,77,27,Placed
7.49,1,3,3,81,4.12,Yes,Yes,68,72,15,NotPlaced
7.37,1,2,2,86,4.12,Yes,No,66,69,10,NotPlaced
7.37,1,1,0,81,4.07,No,No,57,68,9,NotPlaced
7.38,1,3,1,77,4.17,No,No,64,67,11,NotPlaced
6.5,2,2,0,72,4.48,No,Yes,64,69,8,NotPlaced
8.03,2,3,0,89,4.45,Yes,Yes,73,77,28,Placed
8.26,1,1,0,71,4.17,No,No,64,71,14,NotPlaced
6.86,1,3,0,73,4.21,No,Yes,67,74,13,NotPlaced
7.32,1,3,2,77,4.21,No,No,65,74,11,NotPlaced
8.14,0,3,2,85,4.22,No,Yes,78,78,18,Placed
8.19,2,3,2,83,4.41,Yes,Yes,75,76,22,Placed
8.18,1,3,2,86,4.61,Yes,Yes,81,80,16,Placed
7.38,1,3,1,81,3.8,No,Yes,63,65,10,NotPlaced
7.92,2,3,2,90,4.57,Yes,Yes,74,83,17,Placed
7.49,0,3,2,87,4.68,Yes,Yes,70,83,24,Placed
